2.000000000000000000e+00,3.201000000000000068e+00,5.774701478999999971e+00,3.429271508999999885e+00,1.087315969999999993e-01,-1.465942090000000031e-01,-2.140013156000000194e+00,8.025347331000000750e+00,-8.273688299999999718e-02,-3.165979250000000023e-01,8.970594701999999643e+00
1.000000000000000000e+00,1.066000000000000059e+00,5.196934579999999970e-01,5.936319735999999736e+00,1.947285800000000122e-01,-1.031532563000000069e+00,6.781185880000000221e-01,1.240887466000000039e+01,-5.726641200000000265e-02,1.295361539999999867e-01,6.406818034999999689e+00
2.000000000000000000e+00,1.395000000000000018e+00,6.184605150000000329e+00,4.393926763999999707e+00,2.361276730000000101e-01,-3.066297259999999913e-01,-1.152583351000000089e+00,1.227118781999999975e+01,-2.161433459999999862e-01,6.549016970000000049e-01,1.742562827000000070e+01
1.000000000000000000e+00,6.199999999999999956e-02,1.067736710000000006e-01,2.278773440000000094e-01,2.415246430000000111e-01,-1.734882845000000007e+00,-2.111483360999999892e+00,1.253193079000000054e+01,9.913677629999999574e-01,1.283902200000000028e-02,3.487370090999999839e+00
2.000000000000000000e+00,1.415999999999999925e+00,7.687775933000000173e+00,3.696550805000000217e+00,4.168069779999999946e-01,-1.673034200000000082e-01,-1.977925232000000033e+00,1.291515298999999928e+01,-1.425403739999999975e-01,7.732655090000000175e-01,2.023465854000000164e+01
2.000000000000000000e+00,3.928999999999999826e+00,5.109210020999999990e+00,1.878944788000000088e+00,5.021208719999999959e-01,6.574642410000000048e-01,-5.271064290000000430e-01,9.179846913000000441e+00,5.071446330000000113e-01,-3.590423950000000142e-01,1.646087899000000121e+01
2.000000000000000000e+00,3.947000000000000064e+00,5.859324468999999702e+00,1.153662192000000086e+00,5.077446279999999756e-01,5.338794369999999567e-01,2.299252750000000123e-01,8.754539890000000213e+00,7.924796200000000512e-01,-2.747970710000000039e-01,9.065836314000000229e+00
2.000000000000000000e+00,2.528999999999999915e+00,5.775247364000000161e+00,1.215303078000000037e+00,5.113429210000000058e-01,-4.930718069999999731e-01,-7.326745399999999575e-02,1.274701658000000037e+01,7.713918800000000298e-01,5.103938199999999981e-01,8.659029406000000151e+00
2.000000000000000000e+00,4.139999999999999791e-01,6.431543841999999955e+00,2.741626319999999950e+00,6.582685660000000549e-01,-2.873921260000000255e-01,-2.756843379000000205e+00,1.078617133000000017e+01,1.420278650000000031e-01,-4.913282159999999843e-01,1.090229337999999970e+01
2.000000000000000000e+00,5.144999999999999574e+00,2.261374008999999852e+00,1.862050935999999934e+00,7.224302630000000169e-01,-7.894496060000000259e-01,1.238477599999999956e+00,8.796320955000000552e+00,5.144243609999999967e-01,-1.518901365999999920e+00,1.904618510999999970e+01
